Inter ID,InChI,Smile
Inter_0000000794,"InChI=1S/C24H42O21/c25-1-5(28)18-12(32)16(36)22(43-18)39-4-8-9(29)10(30)15(35)23(42-8)45-20-7(3-27)41-24(17(37)13(20)33)44-19-6(2-26)40-21(38)14(34)11(19)31/h5-38H,1-4H2",OCC(O)C1OC(OCC2OC(OC3C(CO)OC(OC4C(CO)OC(O)C(O)C4O)C(O)C3O)C(O)C(O)C2O)C(O)C1O
Inter_0000000795,"InChI=1S/C29H48N6O15/c1-12(31-25(42)14(3)50-23-19(33-15(4)37)11-49-20(10-36)22(23)40)24(41)34-18(8-9-21(38)39)27(44)35-17(7-5-6-16(30)29(47)48)26(43)32-13(2)28(45)46/h12-14,16-20,22-23,36,40H,5-11,30H2,1-4H3,(H,31,42)(H,32,43)(H,33,37)(H,34,41)(H,35,44)(H,38,39)(H,45,46)(H,47,48)/t12?,13-,14?,16?,17?,18?,19?,20?,22?,23?/m0/s1",CC(O)=NC1COC(CO)C(O)C1OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(O)=N[C@@H](C)C(=O)O
Inter_0000000796,"InChI=1S/C11H14N4O4S/c1-20-2-5-7(16)8(17)11(19-5)15-4-14-6-9(15)12-3-13-10(6)18/h3-5,7-8,11,16-17H,2H2,1H3,(H,12,13,18)/p+1",CSCC1OC(n2cnc3c(O)nc[nH+]c32)C(O)C1O
Inter_0000000797,"InChI=1S/C16H32N3O8PS/c1-16(2,11-27-28(24,25)26)14(22)15(23)18-7-6-12(20)17-8-9-29-13(21)10-19(3,4)5/h14,22H,6-11H2,1-5H3,(H3-,17,18,20,23,24,25,26)/p+1",CC(C)(COP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)C[N+](C)(C)C
Inter_0000000798,"InChI=1S/C21H30NO8P/c23-18(16-30-31(26,27)28)15-29-13-9-5-3-1-2-4-6-10-17-14-21(24)19-11-7-8-12-20(19)22(17)25/h7-8,11-12,14,24H,1-6,9-10,13,15-16H2,(H2,26,27,28)",O=C(COCCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-])COP(=O)(O)O
Inter_0000000799,"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/p+1",CCCCCCCCC=CCCCCCCCC(=O)OCC(O)COP(=O)(O)OCC[N+](C)(C)C
Inter_0000000800,"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/p+1",CCCCCCCCC=CCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC[N+](C)(C)C
Inter_0000000801,"InChI=1S/C25H41N7O14P2S/c1-4-5-16(34)49-9-8-27-15(33)6-7-28-23(38)20(37)25(2,3)11-44-48(41,42)46-47(39,40)43-10-14-18(35)19(36)24(45-14)32-13-31-17-21(26)29-12-30-22(17)32/h12-14,18-20,24,35-37H,4-11H2,1-3H3,(H,27,33)(H,28,38)(H,39,40)(H,41,42)(H2,26,29,30)",CCCC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O
Inter_0000000802,"InChI=1S/C24H42O20/c1-5-20(15(32)16(33)21(37)40-5)44-24-19(36)14(31)11(28)8(43-24)4-39-23-18(35)13(30)10(27)7(42-23)3-38-22-17(34)12(29)9(26)6(2-25)41-22/h5-37H,2-4H2,1H3/t5-,6?,7?,8?,9?,10?,11?,12?,13?,14?,15+,16?,17?,18?,19?,20+,21?,22?,23?,24?/m0/s1",C[C@@H]1OC(O)C(O)[C@@H](O)[C@@H]1OC1OC(COC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C(O)C1O
Inter_0000000803,"InChI=1S/C11H17N5O11P2/c1-15-3-16(8-5(15)9(19)14-11(12)13-8)10-7(18)6(17)4(26-10)2-25-29(23,24)27-28(20,21)22/h3-4,6-7,10,17-18H,2H2,1H3,(H5-,12,13,14,19,20,21,22,23,24)/p+1",C[n+]1cn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c2[nH]c(=N)nc(O)c21
Inter_0000000804,"InChI=1S/C28H39N7O16P2S/c1-28(2,22(41)25(42)31-6-5-18(38)30-7-8-54-27(43)15-9-14(36)3-4-16(15)37)11-49-53(46,47)51-52(44,45)48-10-17-20(39)21(40)26(50-17)35-13-34-19-23(29)32-12-33-24(19)35/h3-4,9,12-13,17,20-22,26,36-37,39-41H,5-8,10-11H2,1-2H3,(H,30,38)(H,31,42)(H,44,45)(H,46,47)(H2,29,32,33)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O)C(O)C(O)=NCCC(O)=NCCSC(=O)c1cc(O)ccc1O
Inter_0000000805,"InChI=1S/C26H42N7O20P3S/c1-25(2,19(37)22(38)29-5-4-14(34)28-6-7-57-15(35)8-26(3,41)24(39)40)10-50-56(47,48)53-55(45,46)49-9-13-18(52-54(42,43)44)17(36)23(51-13)33-12-32-16-20(27)30-11-31-21(16)33/h11-13,17-19,23,36-37,41H,4-10H2,1-3H3,(H,28,34)(H,29,38)(H,39,40)(H,45,46)(H,47,48)(H2,27,30,31)(H2,42,43,44)",CC(O)(CC(=O)SCCN=C(O)CCN=C(O)C(O)C(C)(C)COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(=O)O
Inter_0000000806,"InChI=1S/C15H18O7/c16-8-10-12(18)13(19)14(20)15(21-10)22-11(17)7-6-9-4-2-1-3-5-9/h1-7,10,12-16,18-20H,8H2/t10-,12-,13+,14-,15+/m1/s1",O=C(C=Cc1ccccc1)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
Inter_0000000807,"InChI=1S/C20H34O7/c1-9-7-20(8-26-20)18(24)12(4)16(22)10(2)14(6)27-19(25)13(5)17(23)11(3)15(9)21/h9-17,21-23H,7-8H2,1-6H3",CC1CC2(CO2)C(=O)C(C)C(O)C(C)C(C)OC(=O)C(C)C(O)C(C)C1O
Inter_0000000808,"InChI=1S/C31H34O10/c1-13-19(32)8-9-23(40-13)41-22-10-21(39-14(2)27(22)34)16-6-7-18-26(28(16)35)30(37)17-5-4-15-11-31(3,38)12-20(33)24(15)25(17)29(18)36/h4-7,13-14,19,21-23,27,32,34-35,38H,8-12H2,1-3H3",CC1OC(OC2CC(c3ccc4c(c3O)C(=O)c3ccc5c(c3C4=O)C(=O)CC(C)(O)C5)OC(C)C2O)CCC1O
Inter_0000000809,"InChI=1S/C16H26N2O13P2/c1-8-6-18(16(22)17-15(8)21)13-5-11(20)12(29-13)7-27-32(23,24)31-33(25,26)30-14-4-3-10(19)9(2)28-14/h6,9-14,19-20H,3-5,7H2,1-2H3,(H,23,24)(H,25,26)(H,17,21,22)",Cc1cn(C2CC(O)C(COP(=O)(O)OP(=O)(O)OC3CCC(O)C(C)O3)O2)c(=O)nc1O
Inter_0000000810,"InChI=1S/C37H46O14/c1-16-22(38)7-9-27(48-16)50-25-13-24(47-18(3)31(25)41)19-5-6-20-29(32(19)42)33(43)21-11-12-36(46)15-35(4,45)14-26(40)37(36,30(21)34(20)44)51-28-10-8-23(39)17(2)49-28/h5-6,11-12,16-18,22-25,27-28,31,38-39,41-42,45-46H,7-10,13-15H2,1-4H3",CC1OC(OC2CC(c3ccc4c(c3O)C(=O)C3=C(C4=O)C4(OC5CCC(O)C(C)O5)C(=O)CC(C)(O)CC4(O)C=C3)OC(C)C2O)CCC1O
Inter_0000000811,"InChI=1S/C21H18O9/c1-7(22)13-17(26)18(30-2)11-5-9-3-8-4-10(23)6-12(24)14(8)16(25)15(9)20(28)21(11,29)19(13)27/h3-4,6,11,18,23-26,29H,5H2,1-2H3",COC1C(O)=C(C(C)=O)C(=O)C2(O)C(=O)c3c(cc4cc(O)cc(O)c4c3O)CC12
Inter_0000000812,"InChI=1S/C27H28O12/c1-9(28)18-23(34)24(37-3)14-6-12-4-11-5-13(29)7-15(30)19(11)22(33)20(12)26(36)27(14,25(18)35)39-17-8-16(31)21(32)10(2)38-17/h4-5,7,10,14,16-17,21,24,29-34H,6,8H2,1-3H3",COC1C(O)=C(C(C)=O)C(=O)C2(OC3CC(O)C(O)C(C)O3)C(=O)c3c(cc4cc(O)cc(O)c4c3O)CC12
Inter_0000000813,"InChI=1S/C30H35NO10/c1-6-30(38)12-19(41-20-11-17(31(3)4)25(33)13(2)40-20)22-15(24(30)29(37)39-5)10-16-23(28(22)36)27(35)21-14(26(16)34)8-7-9-18(21)32/h7-10,13,17,19-20,24-25,32-33,36,38H,6,11-12H2,1-5H3",CCC1(O)CC(OC2CC(N(C)C)C(O)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC
Inter_0000000814,"InChI=1S/C19H18O6/c1-18(24)6-13(22)16-10-5-9-3-2-4-11(20)14(9)17(23)15(10)12(21)7-19(16,25)8-18/h2-5,16,20,23-25H,6-8H2,1H3",CC1(O)CC(=O)C2c3cc4cccc(O)c4c(O)c3C(=O)CC2(O)C1
Inter_0000000815,"InChI=1S/C41H52O18/c1-14-22(43)10-20-8-19-9-21-36(53-7)35(48)28(15(2)42)38(50)41(21,39(51)30(19)34(47)29(20)31(14)44)59-26-12-24(33(46)17(4)55-26)57-25-11-23(32(45)16(3)54-25)58-27-13-40(6,52)37(49)18(5)56-27/h8,10,16-18,21,23-27,32-33,36-37,43-49,52H,9,11-13H2,1-7H3",COC1C(O)=C(C(C)=O)C(=O)C2(OC3CC(OC4CC(OC5CC(C)(O)C(O)C(C)O5)C(O)C(C)O4)C(O)C(C)O3)C(=O)c3c(cc4cc(O)c(C)c(O)c4c3O)CC12
Inter_0000000816,"InChI=1S/C47H62O21/c1-16-26(65-29-12-25(49)37(51)18(3)61-29)11-23-9-22-10-24-42(60-8)41(55)33(17(2)48)44(57)47(24,45(58)35(22)40(54)34(23)36(16)50)68-31-14-28(39(53)20(5)63-31)66-30-13-27(38(52)19(4)62-30)67-32-15-46(7,59)43(56)21(6)64-32/h9,11,18-21,24-25,27-32,37-39,42-43,49-56,59H,10,12-15H2,1-8H3",COC1C(O)=C(C(C)=O)C(=O)C2(OC3CC(OC4CC(OC5CC(C)(O)C(O)C(C)O5)C(O)C(C)O4)C(O)C(C)O3)C(=O)c3c(cc4cc(OC5CC(O)C(O)C(C)O5)c(C)c(O)c4c3O)CC12
Inter_0000000817,"InChI=1S/C36H45NO13/c1-7-36(45)14-23(49-24-12-20(37(4)5)34(16(3)48-24)50-25-13-22(39)30(40)15(2)47-25)27-18(29(36)35(44)46-6)11-19-28(33(27)43)32(42)26-17(31(19)41)9-8-10-21(26)38/h8-11,15-16,20,22-25,29-30,34,38-40,43,45H,7,12-14H2,1-6H3",CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(O)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC
Inter_0000000818,"InChI=1S/C15H22N2O16P2/c1-5-8(19)10(21)12(23)14(30-5)32-35(27,28)33-34(25,26)29-4-6-9(20)11(22)13(31-6)17-3-2-7(18)16-15(17)24/h2-3,5-6,9-14,20-23H,4H2,1H3,(H,25,26)(H,27,28)(H,16,18,24)",CC1OC(OP(=O)(O)OP(=O)(O)OCC2OC(n3ccc(O)nc3=O)C(O)C2O)C(O)C(O)C1=O
Inter_0000000819,"InChI=1S/C6H14O12P2/c7-1-4(18-20(14,15)16)6(10)5(9)3(8)2-17-19(11,12)13/h1,3-6,8-10H,2H2,(H2,11,12,13)(H2,14,15,16)/t3?,4-,5+,6+/m0/s1",O=C[C@H](OP(=O)(O)O)[C@@H](O)[C@H](O)C(O)COP(=O)(O)O
Inter_0000000820,"InChI=1S/C28H39N7O24P4/c1-11-2-15-16(3-12(11)5-34-6-13(30-10-34)4-14(29)26(42)43)35(24-20(31-15)25(41)33-28(44)32-24)7-17(36)21(38)18(37)8-54-61(48,49)59-62(50,51)55-9-19-22(39)23(40)27(56-19)57-63(52,53)58-60(45,46)47/h2-3,6,10,14,17-19,21-23,27,36-40H,4-5,7-9,29H2,1H3,(H7,33,41,42,43,44,45,46,47,48,49,50,51,52,53)/p+2",Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2cc1C[n+]1c[nH]c(CC([NH3+])C(=O)O)c1
Inter_0000000821,"InChI=1S/C22H32N4O22P4/c1-8-3-10-11(4-9(8)2)26(19-15(23-10)20(32)25-22(33)24-19)5-12(27)16(29)13(28)6-43-50(37,38)48-51(39,40)44-7-14-17(30)18(31)21(45-14)46-52(41,42)47-49(34,35)36/h3-4,12-14,16-18,21,27-31H,5-7H2,1-2H3,(H,37,38)(H,39,40)(H,41,42)(H,25,32,33)(H2,34,35,36)",Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)COP(=O)(O)OP(=O)(O)OCC3OC(OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2cc1C
Inter_0000000822,"InChI=1S/C12H20O10/c13-1-3-5(14)10(7(16)11(18)20-3)22-12-8(17)9-6(15)4(21-12)2-19-9/h3-18H,1-2H2/t3?,4-,5?,6+,7?,8-,9+,10?,11?,12?/m0/s1",OCC1OC(O)C(O)C(OC2O[C@H]3CO[C@H]([C@@H]3O)[C@@H]2O)C1O
Inter_0000000823,"InChI=1S/C24H38O19/c25-1-5-9(27)18(12(30)21(34)37-5)42-24-15(33)20-16(8(40-24)4-36-20)41-23-14(32)19(10(28)6(2-26)38-23)43-22-13(31)17-11(29)7(39-22)3-35-17/h5-34H,1-4H2/t5?,6?,7-,8?,9?,10?,11+,12?,13-,14?,15?,16?,17+,18?,19?,20?,21?,22?,23?,24?/m0/s1",OCC1OC(O)C(O)C(OC2OC3COC(C2O)C3OC2OC(CO)C(O)C(OC3O[C@H]4CO[C@H]([C@@H]4O)[C@@H]3O)C2O)C1O
Inter_0000000824,"InChI=1S/C36H56O28/c37-1-7-13(40)26(17(44)31(50)54-7)62-35-21(48)29-23(11(58-35)5-52-29)60-34-20(47)28(15(42)9(3-39)56-34)64-36-22(49)30-24(12(59-36)6-53-30)61-33-19(46)27(14(41)8(2-38)55-33)63-32-18(45)25-16(43)10(57-32)4-51-25/h7-50H,1-6H2/t7?,8?,9?,10-,11?,12?,13?,14?,15?,16+,17?,18-,19?,20?,21?,22?,23?,24?,25+,26?,27?,28?,29?,30?,31?,32?,33?,34?,35?,36?/m0/s1",OCC1OC(O)C(O)C(OC2OC3COC(C2O)C3OC2OC(CO)C(O)C(OC3OC4COC(C3O)C4OC3OC(CO)C(O)C(OC4O[C@H]5CO[C@H]([C@@H]5O)[C@@H]4O)C3O)C2O)C1O
Inter_0000000825,"InChI=1S/C30H42N7O18P3S/c1-30(2,25(42)28(43)33-9-8-20(39)32-10-11-59-21(40)12-18(38)17-6-4-3-5-7-17)14-52-58(49,50)55-57(47,48)51-13-19-24(54-56(44,45)46)23(41)29(53-19)37-16-36-22-26(31)34-15-35-27(22)37/h3-7,15-16,19,23-25,29,41-42H,8-14H2,1-2H3,(H,32,39)(H,33,43)(H,47,48)(H,49,50)(H2,31,34,35)(H2,44,45,46)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)CC(=O)c1ccccc1
Inter_0000000826,"InChI=1S/C32H44N7O20P3S/c1-32(2,26(45)29(46)35-9-8-20(40)34-10-11-63-31(47)18(12-21(41)42)23(43)17-6-4-3-5-7-17)14-56-62(53,54)59-61(51,52)55-13-19-25(58-60(48,49)50)24(44)30(57-19)39-16-38-22-27(33)36-15-37-28(22)39/h3-7,15-16,18-19,24-26,30,44-45H,8-14H2,1-2H3,(H,34,40)(H,35,46)(H,41,42)(H,51,52)(H,53,54)(H2,33,36,37)(H2,48,49,50)",CC(C)(COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)(O)O)C(O)C(O)=NCCC(O)=NCCSC(=O)C(CC(=O)O)C(=O)c1ccccc1
Inter_0000000827,"InChI=1S/C37H38O20/c1-51-21-8-14(2-5-17(21)39)3-7-25(42)52-13-24-28(44)31(47)34(50)37(57-24)55-20-6-4-15(9-18(20)40)35-32(48)29(45)26-19(41)10-16(11-22(26)54-35)53-36-33(49)30(46)27(43)23(12-38)56-36/h2-11,23-24,27-28,30-31,33-34,36-41,43-44,46-50H,12-13H2,1H3/p+1",COc1cc(C=CC(=O)OCC2OC(Oc3ccc(-c4oc5cc(OC6OC(C[OH2+])C(O)C(O)C6O)cc(O)c5c(=O)c4O)cc3O)C(O)C(O)C2O)ccc1O
Inter_0000000828,"InChI=1S/C28H54NO9P/c29-26(22-30)27(32)20-18-16-14-12-10-8-6-4-2-1-3-5-7-9-11-13-15-17-19-21-28(33)37-23-25(31)24-38-39(34,35)36/h26,30H,1-24,29H2,(H2,34,35,36)",NC(CO)C(=O)CCCCCCCCCCCCCCCCCCCCCC(=O)OCC(=O)COP(=O)(O)O
Inter_0000000829,"InChI=1S/C20H28NO8P/c22-17(15-29-30(25,26)27)14-28-12-8-4-2-1-3-5-9-16-13-20(23)18-10-6-7-11-19(18)21(16)24/h6-7,10-11,13,23H,1-5,8-9,12,14-15H2,(H2,25,26,27)",O=C(COCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-])COP(=O)(O)O
Inter_0000000830,"InChI=1S/C47H86O6/c1-4-7-10-13-15-17-19-21-23-25-27-29-31-34-37-40-46(49)52-43-44(42-51-45(48)39-36-33-12-9-6-3)53-47(50)41-38-35-32-30-28-26-24-22-20-18-16-14-11-8-5-2/h21-24,44H,4-20,25-43H2,1-3H3",CCCCCCCCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC
Inter_0000000831,"InChI=1S/C25H43N8O17P3S/c1-13(26)8-16(35)54-7-6-28-15(34)4-5-29-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)33-12-32-17-21(27)30-11-31-22(17)33/h11-14,18-20,24,36-37H,4-10,26H2,1-3H3,(H,28,34)(H,29,38)(H,42,43)(H,44,45)(H2,27,30,31)(H2,39,40,41)/t13?,14-,18-,19-,20+,24-/m1/s1",CC(N)CC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O
Inter_0000000832,"InChI=1S/C26H45N8O17P3S/c1-26(2,21(38)24(39)29-7-6-16(35)28-8-9-55-17(36)10-34(3,4)5)12-48-54(45,46)51-53(43,44)47-11-15-20(50-52(40,41)42)19(37)25(49-15)33-14-32-18-22(27)30-13-31-23(18)33/h13-15,19-21,25,37-38H,6-12H2,1-5H3,(H7-,27,28,29,30,31,35,39,40,41,42,43,44,45,46)/p+1/t15-,19-,20-,21+,25-/m1/s1",CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(O)=NCCC(O)=NCCSC(=O)C[N+](C)(C)C
Inter_0000000833,"InChI=1S/C15H26O14/c16-1-4-7(19)9(21)11(23)14(26-4)29-12-10(22)8(20)5(2-17)27-15(12)28-6(3-18)13(24)25/h4-12,14-23H,1-3H2,(H,24,25)",O=C(O)C(CO)OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O
Inter_0000000834,"InChI=1S/C18H34N2O13/c19-4-1-5(20)16(33-18-13(28)11(26)9(24)7(3-22)31-18)14(29)15(4)32-17-12(27)10(25)8(23)6(2-21)30-17/h4-18,21-29H,1-3,19-20H2",NC1CC(N)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(O)C1O
Inter_0000000835,"InChI=1S/C30H57NO9/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-19-23(33)22(31-29(38)24(34)18-6-4-2)21-39-30-28(37)27(36)26(35)25(20-32)40-30/h17,19,22-28,30,32-37H,3-16,18,20-21H2,1-2H3,(H,31,38)",CCCCCCCCCCCCCC=CC(O)C(COC1OC(CO)C(O)C(O)C1O)N=C(O)C(O)CCCC
Inter_0000000836,"InChI=1S/C30H59NO9/c1-3-5-7-8-9-10-11-12-13-14-15-16-17-19-23(33)22(31-29(38)24(34)18-6-4-2)21-39-30-28(37)27(36)26(35)25(20-32)40-30/h22-28,30,32-37H,3-21H2,1-2H3,(H,31,38)",CCCCCCCCCCCCCCCC(O)C(COC1OC(CO)C(O)C(O)C1O)N=C(O)C(O)CCCC
Inter_0000000837,"InChI=1S/C24H49NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h18-24,26-30H,2-17,25H2,1H3",CCCCCCCCCCCCCCCC(O)C(N)COC1OC(CO)C(O)C(O)C1O
Inter_0000000838,"InChI=1S/C45H82O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20,38-39,42-46,49-51H,3-16,21-37H2,1-2H3",CCCCCCCCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCCCCCCCC
Inter_0000000839,"InChI=1S/C45H78O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h11-14,17-20,38-39,42-46,49-51H,3-10,15-16,21-37H2,1-2H3",CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCC=CCC=CCCCCC
Inter_0000000840,"InChI=1S/C12H15NO7/c14-5-7-8(15)9(16)10(17)11(20-7)13-3-1-2-6(4-13)12(18)19/h1-4,7-11,14-17H,5H2/p+1",O=C(O)c1ccc[n+](C2OC(CO)C(O)C(O)C2O)c1
Inter_0000000841,"InChI=1S/C14H17NO6/c15-6-9(8-4-2-1-3-5-8)20-14-13(19)12(18)11(17)10(7-16)21-14/h1-5,9-14,16-19H,7H2",N#CC(OC1OC(CO)C(O)C(O)C1O)c1ccccc1
Inter_0000000842,"InChI=1S/C21H30O9/c1-11(5-6-21(28)12(2)8-13(23)9-20(21,3)4)7-15(24)30-19-18(27)17(26)16(25)14(10-22)29-19/h5-8,14,16-19,22,25-28H,9-10H2,1-4H3",CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)OC1OC(CO)C(O)C(O)C1O
Inter_0000000843,"InChI=1S/C34H54N6O19/c1-13(29(49)39-18(8-9-23(45)46)31(51)40-19(33(54)55)7-5-6-17(35)32(52)53)36-30(50)14(2)57-27-20(37-15(3)43)12-56-22(11-42)28(27)59-34-24(38-16(4)44)26(48)25(47)21(10-41)58-34/h12-14,17-19,21-22,24-28,34,41-42,47-48H,5-11,35H2,1-4H3,(H,36,50)(H,37,43)(H,38,44)(H,39,49)(H,40,51)(H,45,46)(H,52,53)(H,54,55)/t13?,14?,17?,18?,19?,21-,22?,24-,25+,26-,27?,28?,34?/m1/s1",CC(O)=NC1=COC(CO)C(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2N=C(C)O)C1OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(=O)O
Inter_0000000844,"InChI=1S/C34H54N6O19/c1-12(28(48)39-17(8-9-21(44)45)30(50)40-18(32(53)54)7-5-6-16(35)31(51)52)36-29(49)13(2)56-27-23(38-15(4)43)33-55-11-20(58-33)26(27)59-34-22(37-14(3)42)25(47)24(46)19(10-41)57-34/h12-13,16-20,22-27,33-34,41,46-47H,5-11,35H2,1-4H3,(H,36,49)(H,37,42)(H,38,43)(H,39,48)(H,40,50)(H,44,45)(H,51,52)(H,53,54)/t12?,13?,16?,17?,18?,19-,20?,22-,23?,24+,25-,26?,27?,33?,34?/m1/s1",CC(O)=NC1C2OCC(O2)C(OC2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2N=C(C)O)C1OC(C)C(O)=NC(C)C(O)=NC(CCC(=O)O)C(O)=NC(CCCC(N)C(=O)O)C(=O)O
Inter_0000000845,"InChI=1S/C30H47N5O10P2/c1-18(10-13-30(5)19(2)8-9-20-21(30)7-6-12-29(20,3)4)11-14-34-16-33-27-23(26(34)31)32-17-35(27)28-25(37)24(36)22(44-28)15-43-47(41,42)45-46(38,39)40/h9,11,16-17,19,21-22,24-25,28,31,36-37H,6-8,10,12-15H2,1-5H3,(H,41,42)(H2,38,39,40)/t19?,21?,22-,24-,25-,28-,30?/m1/s1",CC(=CCn1cnc2c(ncn2[C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c1=N)CCC1(C)C(C)CC=C2C1CCCC2(C)C
Inter_0000000846,"InChI=1S/C16H26N6O12P2/c1-6-11(23)7(17)2-9(31-6)33-36(28,29)34-35(26,27)30-3-8-12(24)13(25)16(32-8)22-5-21-10-14(18)19-4-20-15(10)22/h4-9,11-13,16,23-25H,2-3,17H2,1H3,(H,26,27)(H,28,29)(H2,18,19,20)/t6?,7?,8-,9?,11?,12-,13-,16-/m1/s1",CC1OC(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)CC(N)C1O
Inter_0000000847,"InChI=1S/C22H18O9/c1-3-22(30)7-10(24)12-13(16(22)21(29)31-2)20(28)14-15(19(12)27)18(26)11-8(17(14)25)5-4-6-9(11)23/h4-6,16,23,27-28,30H,3,7H2,1-2H3",CCC1(O)CC(=O)c2c(O)c3c(c(O)c2C1C(=O)OC)C(=O)c1cccc(O)c1C3=O
Inter_0000000848,"InChI=1S/C23H34NO7P/c25-20(18-31-32(27,28)29)17-30-15-11-7-5-3-1-2-4-6-8-12-19-16-23(26)21-13-9-10-14-22(21)24-19/h9-10,13-14,16H,1-8,11-12,15,17-18H2,(H,24,26)(H2,27,28,29)",O=C(COCCCCCCCCCCCc1cc(=O)c2ccccc2[nH]1)COP(=O)(O)O
Inter_0000000849,"InChI=1S/C44H86NO9P/c1-6-8-10-12-13-14-15-16-17-21-24-27-31-35-43(47)51-39-42(40-53-55(49,50)52-38-37-45(3,4)5)54-44(48)36-32-28-25-22-19-18-20-23-26-30-34-41(46)33-29-11-9-7-2/h26,30,41-42,46H,6-25,27-29,31-40H2,1-5H3/p+1",CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCC=CCC(O)CCCCCC
